Syktyvkar,61.6478508,50.8339029
Ukhta,63.56732099999999,53.74715939999999
Smolensk,54.7903112,32.05036629999995
Sarapul,56.4539288,53.77421849999996
Samara,53.2415041,50.22124629999996
Chelyabinsk,55.1644419,61.43684310000003
Belgorod,50.5997134,36.598262100000056
Ulyanovsk,54.3181598,48.383791400000064
Oktyabrsky,54.4772015,53.48953940000001
Dolgoprudny,55.947064,37.49927550000007
Taganrog,47.2416334,38.86760129999993
Engels,51.4753297,46.11367730000006
Krasnoyarsk,56.01528339999999,92.8932476
Abakan,53.7175644,91.42931720000001
Maykop,44.5984115,40.10808689999999
Nizhnekamsk,55.613196,51.846997399999964
Korolyov,55.9316797,37.851855200000045
Rostov-on-Don,47.2357137,39.701505
Almetyevsk,54.8937128,52.31729300000006
Gatchina,59.5624627,30.10646589999999
Khimki,55.8940553,37.443948699999964
Makhachkala,42.9666308,47.512628500000005
Tyumen,57.1612975,65.52501719999998
Bugulma,54.5220314,52.82608049999999
Ussuriysk,43.8023134,131.96308899999997
Kolpino,59.761761,30.578896900000018
Astrakhan,46.3588045,48.059934500000054
Novorossiysk,44.7154014,37.76196690000006
Mytishchi,55.9198471,37.765498500000035
Achinsk,56.2360841,90.49031530000002
Volzhskiy,48.8176494,44.77072939999994
Murom,55.5673975,42.01658520000001
Kaliningrad,54.7104264,20.452214400000003
Berezniki,59.41318270000001,56.78493179999998
Chaykovsky,56.766116,54.127671400000054
Nizhnevartovsk,60.9431185,76.54337239999995
Saratov,51.5923654,45.96080319999999
Reutov,55.7617579,37.861302300000034
Odintsovo,55.67337449999999,37.28185689999998
Komsomolsk-on-Amur,50.5670331,136.96589470000004
Domodedovo,55.44302339999999,37.74781699999994
Vologda,59.21806649999999,39.89780519999999
Balashikha,55.7981904,37.96798669999998
Angarsk,52.5155702,103.91715999999997
Surgut,61.25595029999999,73.38454709999996
Nakhabino,55.8455666,37.1707907
Kaluga,54.5518584,36.28509729999996
Shchyolkovo,55.917038,38.036934700000074
Zelenograd,55.98715259999999,37.20215140000005
Vsevolozhsk,60.0098612,30.66064019999999
Novocheboksarsk,56.103603,47.50650730000007
Zheleznodorozhny,55.73737569999999,38.009539099999984
Moscow,55.755826,37.6173
Shakhty,47.7236224,40.235513800000035
Salavat,53.38604369999999,55.925947199999996
Leninsk-Kuznetskiy,54.6699128,86.17345380000006
Lobnya,56.0172312,37.48526370000002
Khanty-Mansiysk,61.00909189999999,69.03745959999992
Balakovo,52.0245587,47.78066260000003
Tver,56.85872140000001,35.917596499999945
Pushkino,55.98783299999999,37.84117730000003
Tolyatti,53.5086002,49.41983440000001
Neftekamsk,56.1026081,54.28673939999999
Petrozavodsk,61.77816170000001,34.36403960000007
Sochi,43.60280789999999,39.7341543
Kazan,55.8304307,49.06608060000008
Velsk,61.06376580000001,42.09910530000002
Vyborg,60.7139529,28.757157099999972
Tobolsk,58.200024,68.26352279999992
Abinsk,44.8715341,38.164461800000026
Nizhny Novgorod,56.2965039,43.936058900000035
Blagoveshchensk,50.2727763,127.54040170000007
Novokuybyshevsk,53.0960666,49.891288799999984
Krasnogorsk,55.8263313,37.32629700000007
Elektrostal,55.7835532,38.45516109999994
Novoaltaysk,53.44157209999999,83.92083509999998
Yakutsk,62.0354523,129.67547450000006
Raduzhny,62.103942,77.4753988
Zelenokumsk,44.4140877,43.87361569999996
Serpukhov,54.9179562,37.42299630000002
Ufa,54.7387621,55.972055400000045
Leninogorsk,54.60130239999999,52.46071269999993
Seversk,56.61926920000001,84.88168339999993
Nefteyugansk,61.09806409999999,72.5816466
Izhevsk,56.86186009999999,53.23242849999997
Ramenskoye,55.5685727,38.22126920000005
Obninsk,55.1170375,36.59708180000007
Nizhny Tagil,57.9214912,59.98161860000005
Yekaterinburg,56.83892609999999,60.60570250000001
Dmitrov,56.3427702,37.52884160000008
Krasnodar,45.03926740000001,38.98722099999998
Troitsk,54.0747574,61.56705099999999
Kirov,58.6035321,49.66679829999998
Kolomna,55.0937517,38.76886179999997
